thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
133,330,50.19886202,6.240506392,1,1.467496483,3,9.644454205,12.44667681,silk,twill,raw,handloom,324696,4930,31.53765671,WH-C,Priya,,38.28816165,52.35370414,Minor issue,Medium
291,290,,8.429521263,2,0.231050594,0,26.61090628,4.876666366,polyester,plain,dyed,powerloom,943910,2853,5.400282123,WH-A,Suresh,Night,31.56385691,58.36023655,Looks fine,High
129,312,17.92858512,,3,0.96001664,6,17.36303786,3.17370494,linen,twill,dyed,powerloom,131450,2727,31.59251061,WH-B,Ramesh,Evening,33.25474252,82.01628895,Looks fine,Low
287,335,87.63282461,7.509485648,5,0.910544915,9,7.997386231,12.79324883,wool,satin,raw,powerloom,372095,1346,28.38963225,WH-B,Anita,Night,31.42341288,34.65801538,Minor issue,Medium
291,209,81.10177115,8.043287757,4,1.237482522,5,32.30973203,8.321337897,linen,plain,printed,handloom,204160,2300,28.63225665,WH-A,Anita,Morning,39.58684264,57.87180474,OK,High
190,240,99.57763709,2.266272539,2,0.84503947,14,26.50233526,6.028803965,linen,satin,raw,handloom,253555,1471,5.003789121,WH-A,Ramesh,Morning,26.70624374,60.09614739,Recheck,Low
,368,55.73230858,5.665549405,2,0.515602489,6,19.51382873,14.71053456,cotton,twill,printed,handloom,790042,2369,49.87941198,WH-C,John,Morning,33.39315027,78.67770916,Looks fine,Medium
193,219,35.8461554,8.591321511,2,0.956304011,7,19.20910765,12.32397045,cotton,twill,dyed,powerloom,961071,3617,46.0182285,WH-A,Ramesh,Morning,43.48979781,61.37593746,Recheck,Low
344,242,56.8391012,7.58289848,1,0.778932855,7,29.44701846,7.3212796,linen,plain,printed,powerloom,859886,487,13.89288068,WH-C,John,Morning,24.90376401,60.80492177,Looks fine,Low
318,211,83.31007394,3.963720228,2,0.548368446,12,13.05273608,5.210889506,linen,,printed,powerloom,412828,897,5.030721447,WH-C,Anita,Night,33.88477038,43.16628813,Recheck,Low
322,317,88.30366924,8.637165613,3,0.245696169,11,27.38041987,7.379082859,polyester,plain,printed,handloom,297909,3314,58.15033874,WH-B,Priya,Evening,34.8473453,66.95695541,Minor issue,Low
,194,48.91677096,6.558430042,1,0.211247115,5,14.91301673,14.65089102,polyester,,printed,handloom,266014,1773,36.55892698,WH-A,Anita,Night,42.62154817,84.92184877,Approved,Medium
262,,100.070785,9.976495406,5,1.225605753,14,7.98068154,10.34677414,silk,satin,printed,handloom,287359,3670,59.10616594,WH-C,Ramesh,Night,27.17857353,40.95709811,Recheck,Low
247,228,,7.61949798,1,0.664789321,2,12.96239458,11.34097392,wool,plain,printed,powerloom,322155,2368,49.96533267,WH-B,John,Night,41.95518806,50.67630837,Minor issue,High
302,345,53.77896359,7.246210985,4,0.310459413,13,15.20803335,13.9049345,wool,,printed,handloom,919494,4406,8.379485126,WH-C,Ramesh,Evening,29.21714273,82.9778242,Minor issue,Low
191,240,112.7679684,,4,0.319334229,1,26.64982857,10.44809707,linen,plain,dyed,powerloom,861256,3821,32.80802449,WH-C,Suresh,Morning,32.63809352,39.40014517,Looks fine,High
125,300,65.49123187,3.659798451,2,0.561737329,8,34.04696417,12.1363143,silk,plain,printed,powerloom,597682,683,21.63998024,WH-C,Priya,Morning,42.35953175,74.33438408,Recheck,Medium
255,328,65.39270294,7.971403834,4,0.937069344,14,24.74848578,9.544773283,silk,plain,raw,handloom,722765,1688,56.93354109,WH-B,Priya,Morning,36.65452954,89.93921726,Minor issue,Low
108,174,95.53299117,3.91117266,1,0.226034207,11,19.46365697,9.456558461,cotton,satin,printed,handloom,495070,1233,32.12348197,WH-C,John,Evening,40.18681344,52.63847831,Minor issue,Low
143,328,37.53385169,6.403850946,2,0.475112782,10,23.41288405,9.628036895,wool,twill,printed,powerloom,454271,2462,32.15306167,WH-B,Suresh,Morning,24.62681087,53.53667366,Looks fine,Low
346,93,43.00128639,4.356515706,2,0.59334867,14,23.49431911,11.35311603,silk,twill,printed,powerloom,935577,1388,33.5567065,WH-B,Anita,Night,31.60684426,61.56025248,Approved,Low
107,148,33.78926691,6.621452584,2,1.029627988,10,8.144724438,10.77153818,linen,plain,dyed,powerloom,414555,2064,57.8541072,WH-B,Ramesh,Night,22.08517027,73.63491372,Looks fine,Low
94,280,115.9685852,9.449990068,1,1.280346377,11,39.80559548,8.980941609,cotton,twill,dyed,handloom,582862,4595,34.59098352,WH-C,John,Night,33.21079949,68.31989529,Minor issue,Low
149,212,39.91092839,1.108399666,5,0.356513632,11,37.13182651,8.379619087,polyester,twill,printed,handloom,606426,723,38.01655163,WH-A,Suresh,Night,37.62000496,37.22988923,Minor issue,Medium
275,127,32.45105957,8.231863257,3,0.840871198,0,37.53324885,3.22279349,linen,plain,raw,handloom,800980,2149,30.88278697,WH-A,Ramesh,Morning,44.43209493,54.16213973,Approved,High
160,330,66.75021004,0.711694345,1,1.360747459,3,24.97444345,7.838213137,wool,twill,printed,handloom,509278,3854,40.79967606,WH-B,Priya,Night,35.529654,32.40973292,Approved,High
127,277,61.96523564,,4,0.897287079,0,24.6980237,12.51591565,linen,satin,dyed,powerloom,900459,3711,54.62637089,WH-C,Ramesh,,26.04632401,59.49687883,Recheck,High
149,397,68.71629119,1.131948436,4,0.959232175,2,29.33225423,13.29648009,linen,satin,dyed,handloom,177095,2482,57.38368954,WH-C,Anita,Night,26.89274533,51.88820207,Recheck,High
85,98,59.87516824,,5,1.333150561,11,34.72656854,5.301249424,wool,twill,dyed,powerloom,920499,1051,20.07070452,WH-C,Priya,Morning,41.34255757,84.97469078,OK,Low
314,212,108.124741,6.176944896,5,1.107940156,14,38.02918197,14.81688164,linen,plain,raw,handloom,907291,3348,33.11963292,WH-A,Suresh,Night,24.11785085,39.58221632,OK,Medium
270,123,35.96665143,4.313619766,2,0.339812814,5,35.2983834,9.979034147,wool,satin,printed,handloom,448785,1348,45.34571809,WH-A,Anita,Night,39.14327342,67.33179632,Approved,Medium
198,245,107.1116022,1.683856281,3,0.437102481,3,18.42569644,13.23086377,wool,plain,raw,handloom,513801,26,8.19986653,WH-A,Anita,Night,21.18386505,44.62359506,Approved,High
117,,59.70530157,3.038162113,3,0.995013439,10,36.38644687,6.105419313,polyester,satin,dyed,powerloom,978953,3165,39.0439156,WH-B,Suresh,Night,31.72842844,69.90419863,Recheck,Medium
302,256,105.9415205,7.041002929,3,0.312094816,3,19.38800405,14.70624555,silk,twill,printed,powerloom,103505,2445,22.89330886,WH-B,Anita,Evening,26.35730596,87.95597018,Looks fine,High
113,162,72.48429733,6.83557327,5,1.338971478,7,38.0116585,11.67460213,silk,plain,dyed,handloom,987113,10,6.120850742,WH-C,Priya,Evening,21.20606355,73.03724664,Looks fine,Medium
222,270,108.0671889,9.516790384,1,0.796771088,12,33.39124714,14.97464173,linen,satin,raw,handloom,308351,2275,5.758250469,WH-A,Anita,Morning,26.1384816,60.32018014,Looks fine,Low
187,191,28.47081671,2.688975125,5,1.305412264,8,15.23576954,13.02627858,polyester,,printed,powerloom,740087,3067,10.1503623,WH-C,John,Evening,40.36335198,38.83039695,Looks fine,Medium
279,262,94.0363843,4.766697416,2,0.876718013,0,14.92765255,14.41178406,silk,satin,raw,powerloom,102297,1455,49.22527973,WH-B,Ramesh,Evening,39.05078862,72.09122991,Minor issue,High
130,168,,7.395074142,1,1.114229561,3,7.373410666,5.613237949,cotton,twill,dyed,powerloom,622551,3027,33.12583062,WH-B,John,Night,27.57103361,86.20038359,Looks fine,Medium
,377,63.06160093,6.328146565,5,1.160111522,2,5.580328263,4.46381261,polyester,plain,dyed,powerloom,286594,87,27.78866442,WH-B,Ramesh,Night,38.9599866,75.22184923,Looks fine,High
227,202,109.6537042,4.615706009,3,0.575259622,9,26.96595005,10.76297581,linen,plain,raw,powerloom,830331,4129,46.24994376,WH-A,Suresh,Morning,25.41643603,80.02480542,Approved,Medium
276,275,81.76944516,2.53603744,2,0.929644261,9,12.55360392,13.94629473,silk,satin,raw,powerloom,425288,4905,39.09037432,WH-A,Ramesh,Night,22.60016306,64.73721045,OK,Medium
296,395,32.3411866,5.979932387,1,1.294598283,0,38.37894438,6.620703895,polyester,satin,dyed,powerloom,616076,4255,55.24660558,WH-C,Priya,Evening,27.92944935,33.16243297,OK,High
294,146,114.3248931,4.021222032,2,1.388305095,0,30.01795266,14.66963713,cotton,satin,dyed,powerloom,988290,2038,26.74160277,WH-A,John,Morning,30.37063562,37.86697988,Minor issue,High
142,280,17.04392227,3.960871071,1,0.459367769,2,36.1578375,11.14162365,polyester,twill,raw,powerloom,786859,1934,51.41546931,WH-B,Anita,Night,26.26903697,65.46264093,Looks fine,Medium
87,297,43.60043574,5.421268107,2,0.774699457,14,5.093062923,5.595385073,cotton,plain,raw,handloom,440197,1881,10.99450509,WH-B,John,Morning,28.35535543,63.59069828,Approved,Low
94,230,,9.302028562,4,1.355288013,6,21.52038797,11.76025924,silk,twill,printed,handloom,815139,2949,40.7013845,WH-A,Suresh,Night,35.46286406,47.26272292,Recheck,Medium
280,279,16.03755966,5.701386043,4,0.530758115,13,8.089926408,8.066270422,silk,plain,dyed,handloom,594890,1385,12.08622061,WH-C,Priya,Morning,21.55108748,35.80750657,Recheck,Low
276,264,89.39942375,6.393432579,2,0.929400665,12,36.81135073,12.18851845,wool,satin,dyed,powerloom,821527,3092,9.055614446,WH-C,John,Morning,43.13924691,64.45960656,Looks fine,Low
310,158,47.32681453,7.072435806,5,1.217813232,4,23.65904479,4.572391722,cotton,plain,dyed,powerloom,828844,2451,22.93157921,WH-B,John,Evening,25.01856604,84.16309761,Looks fine,Medium
280,186,62.37815485,2.226719064,4,1.044309987,4,29.51852861,11.2259008,linen,plain,printed,powerloom,557077,3774,51.69170686,WH-B,Suresh,Night,35.93188451,73.5495557,Recheck,High
114,188,72.17308281,9.171176396,2,1.498686301,8,11.89076161,12.84609896,silk,satin,printed,handloom,804464,4801,29.62904643,WH-B,John,Night,44.33048619,87.55183766,OK,Low
199,200,58.05905444,3.025295856,5,0.572349731,2,35.79540039,8.056176207,silk,satin,printed,powerloom,746805,3865,12.31847556,WH-A,Suresh,Evening,26.59048478,85.96938704,Recheck,High
319,152,99.30637876,3.879668675,3,0.230459776,5,39.18697324,5.652435146,cotton,satin,printed,handloom,942317,1984,44.5438817,WH-B,Priya,Morning,24.62274248,40.58340886,Approved,High
120,375,86.3687439,3.427757071,2,1.294063453,3,32.67387422,12.96220914,silk,satin,raw,handloom,658150,2112,51.22398725,WH-A,John,Night,39.26767703,54.89012971,OK,High
269,,79.06311691,4.896181307,2,0.761281924,14,17.31974416,14.44751327,linen,satin,printed,handloom,252940,4406,42.3045366,WH-A,Priya,Morning,27.46715049,83.61371008,OK,Low
328,121,60.09568865,4.020209175,3,0.62803319,4,26.21787323,14.82719985,silk,twill,printed,powerloom,879653,2604,37.94071771,WH-B,Anita,Morning,42.61984326,35.67451247,Approved,High
172,371,58.41211501,6.358207521,5,1.0345874,6,11.8411296,6.024021131,wool,plain,printed,handloom,702022,2538,11.61843472,WH-B,Anita,Morning,40.16668099,80.0762023,Recheck,Medium
280,297,36.2791718,5.853264379,5,0.64454484,13,7.300216058,3.168551412,wool,plain,printed,powerloom,255415,4573,51.62142508,WH-A,Priya,Morning,24.46951061,50.05389144,OK,Low
275,360,65.39616091,3.347702559,2,1.289222636,14,23.93585345,11.21157917,cotton,satin,printed,powerloom,827777,1814,55.556106,WH-C,Ramesh,Morning,39.6500424,72.14534311,Approved,Low
211,285,40.67385508,3.312133129,2,0.862199352,6,37.08109411,6.733014486,wool,twill,raw,handloom,830391,4437,26.29254599,WH-B,John,Evening,36.26633956,76.93083717,OK,Medium
95,304,33.4761836,7.31833503,2,0.793389273,13,9.133370371,14.06555612,wool,twill,dyed,handloom,490022,2201,23.7856991,WH-C,John,Night,34.62674066,66.52339496,Minor issue,Low
198,372,29.76705318,7.093670846,5,1.404453295,11,26.54961176,13.77731424,silk,twill,raw,handloom,188830,2052,54.95792431,WH-C,John,Evening,20.20451879,79.1678775,OK,Low
270,243,35.93848814,4.084737697,3,0.243409974,10,35.09424407,11.30099058,cotton,twill,raw,powerloom,257948,2819,54.05602168,WH-C,John,,40.92108336,81.76997432,Looks fine,Low
253,243,,3.763297587,2,0.505455275,11,13.0303944,7.398473953,polyester,twill,printed,powerloom,420939,4913,41.2520501,WH-C,Anita,Night,42.53920978,66.71229976,Minor issue,Low
179,362,49.31116749,7.24081789,3,1.23794112,14,12.21127558,7.212626784,wool,plain,raw,powerloom,205558,3906,5.164995612,WH-A,Suresh,Morning,39.17797767,69.96884902,Minor issue,Low
221,127,44.7304969,7.345259643,2,0.956591276,0,32.06928248,14.54298389,linen,,raw,powerloom,936611,1286,40.44918137,WH-B,John,Evening,20.94295926,48.71151411,Minor issue,High
341,230,16.84431934,1.444805743,1,0.970534706,8,33.2362782,5.027087967,silk,satin,raw,powerloom,521066,4495,5.133854206,WH-B,Anita,Night,34.87489643,66.37478354,Recheck,Low
243,146,43.16698485,1.136868134,2,1.229373435,0,36.0123249,11.66725124,polyester,plain,dyed,handloom,619896,4821,16.88572208,WH-C,John,Evening,23.17280716,78.63815734,Recheck,High
337,135,77.55188756,6.776723694,1,1.475020932,0,16.3829557,8.827567211,cotton,satin,raw,handloom,851056,776,27.27356507,WH-C,Suresh,Morning,24.79548352,31.68039589,Approved,High
279,170,115.1233729,9.320743034,4,1.160603034,9,35.19080844,4.572813602,wool,plain,raw,powerloom,694433,3291,5.11609796,WH-C,Suresh,,31.4249118,77.08325719,Minor issue,Medium
189,121,104.9612304,3.290392003,3,1.324695698,14,22.84348724,13.87527921,linen,twill,raw,handloom,654748,3577,45.39359761,WH-A,Priya,Evening,39.53493163,62.04265412,OK,Low
290,136,58.00501592,7.432421851,4,0.386119183,13,15.31441551,4.314672946,wool,plain,printed,handloom,157557,3733,59.24495409,WH-C,Ramesh,Evening,34.11992355,43.04651958,Approved,Low
246,186,116.1490783,6.373732617,4,1.181788265,13,17.64345517,9.246837237,polyester,plain,printed,handloom,155012,4794,58.07525571,WH-A,John,Morning,33.19622874,56.31295533,Approved,Medium
325,106,37.21881084,1.365328548,3,0.281680414,13,11.62029256,7.433547157,wool,twill,raw,handloom,466142,814,50.96768446,WH-A,Ramesh,Morning,32.75437485,66.92913429,Looks fine,Low
,342,71.46436412,2.040065962,5,0.577562825,6,14.79955028,5.687915226,linen,twill,raw,powerloom,952499,533,59.46950127,WH-C,Suresh,Evening,44.36320726,36.49037312,Approved,High
232,375,42.536531,1.039342471,1,0.693170543,12,11.70022653,7.848664882,cotton,satin,raw,handloom,308393,3351,19.31916333,WH-C,John,Morning,35.39253486,42.18655897,Looks fine,Low
93,272,48.57038207,5.53647542,3,0.352591061,1,38.01731864,5.356876263,linen,twill,dyed,powerloom,162241,3973,11.25483426,WH-B,Anita,Morning,39.62171835,51.31158913,OK,High
140,383,62.19917947,2.225505351,5,0.963087505,0,16.41195157,13.2676975,silk,twill,raw,handloom,243285,4037,25.31494094,WH-A,John,,32.07424609,44.71882395,Minor issue,High
209,90,110.6000181,8.733460275,1,0.900680153,4,38.12934139,9.856463245,cotton,twill,raw,powerloom,101560,3944,42.76117917,WH-A,John,Morning,23.14801215,52.62067166,Looks fine,High
191,270,37.68436904,1.746903333,3,1.280831433,11,21.63996702,7.302579386,cotton,twill,raw,handloom,767658,599,44.01804377,WH-A,Priya,Night,33.51264864,58.76925028,OK,Low
104,363,33.2396942,4.244513629,2,0.938824328,13,28.08126589,8.732719765,cotton,plain,printed,handloom,713639,2127,57.12866226,WH-B,Priya,Evening,32.35612099,89.56139835,OK,Low
247,,119.645388,8.388804325,4,1.206789808,13,5.16419858,13.75997698,wool,plain,printed,powerloom,449794,4183,36.49756927,WH-C,Priya,Evening,38.05579979,72.51431156,OK,Low
232,119,54.39314158,0.880218863,4,0.694415977,2,35.61087851,4.923924164,cotton,twill,dyed,powerloom,919901,434,43.03939318,WH-A,Ramesh,Night,30.02881925,42.36577172,Recheck,High
186,92,25.74684854,4.938356717,4,1.333292447,12,32.23966475,7.443643946,wool,twill,printed,powerloom,870169,4610,35.77417588,WH-C,Ramesh,Morning,34.43179974,60.20117015,Approved,Low
286,321,43.5794281,3.671653978,3,0.266107651,4,16.46443616,3.117199296,silk,plain,raw,handloom,684270,4389,25.381912,WH-A,John,Morning,22.98133787,57.29587046,OK,Medium
126,242,113.8122173,4.313234916,5,0.904254395,6,36.74994868,3.942168422,cotton,twill,dyed,powerloom,838676,451,52.62913181,WH-A,Priya,Night,43.82946408,73.83891366,Approved,High
236,150,30.42146842,4.863520045,3,0.526782189,4,23.1791876,11.28309991,silk,twill,raw,powerloom,576576,3744,22.04670802,WH-B,John,Night,37.88817079,80.22538492,Looks fine,Medium
190,228,53.06019172,9.399450786,3,0.989728876,5,28.69638273,3.385804882,polyester,satin,printed,handloom,826489,1073,9.405233462,WH-A,Ramesh,Evening,39.86125596,74.44598454,Recheck,Medium
278,103,85.96622363,6.968328361,5,1.017252606,10,17.04670702,14.91882991,linen,twill,dyed,powerloom,766027,2674,40.68860292,WH-A,Priya,Night,21.22078519,85.90664756,Looks fine,Medium
341,356,112.6363653,6.465630756,2,1.073332554,8,28.54397488,8.699104248,silk,plain,raw,handloom,804851,4950,34.80429593,WH-C,Anita,Morning,28.86727163,85.46202677,Recheck,High
276,313,38.13417261,1.599428871,1,1.137175211,13,26.5089611,6.398977785,wool,plain,dyed,powerloom,714963,3728,26.18969506,WH-C,Ramesh,,25.97150802,32.64465726,Recheck,Low
101,230,100.6845089,8.388379601,1,1.25356827,8,36.74714212,4.180526594,cotton,satin,raw,handloom,300230,1679,7.200718984,WH-B,Priya,Evening,35.65765737,86.31260702,Minor issue,Medium
310,325,51.00938896,1.588257448,3,0.52316197,12,6.745919705,4.663060141,silk,twill,dyed,powerloom,459811,1130,28.42123303,WH-C,Anita,Morning,31.7944554,37.33449168,Recheck,Low
205,112,49.77283412,6.713897776,4,1.232329097,12,19.13409523,12.28504297,wool,satin,raw,powerloom,936084,4704,33.84161465,WH-C,Anita,Evening,35.46784089,67.50599561,OK,Low
278,309,84.35914146,5.796704101,3,1.2556496,11,24.83295601,11.4189724,polyester,satin,printed,handloom,538993,815,16.58819959,WH-C,Ramesh,Morning,42.81401871,74.32525771,Recheck,Medium
171,351,45.63172041,4.559068128,1,0.642038785,0,22.12297006,11.58074666,polyester,plain,printed,powerloom,570356,2070,48.68990557,WH-C,John,Morning,22.96632878,30.86207397,OK,High
167,145,22.88423078,8.87335522,2,1.082812184,5,34.36052355,11.43347092,linen,,printed,handloom,153623,771,48.70399393,WH-B,Suresh,Evening,37.45906528,57.58448831,Minor issue,Low
220,271,87.80180718,3.726791988,3,0.189790724,12,20.51415725,8.061174888,cotton,plain,dyed,powerloom,213478,1133,38.44151839,WH-B,Anita,Morning,21.1410698,81.68440308,Minor issue,Medium
327,140,108.4649147,5.663275062,4,0.18541058,9,22.13370162,12.20406249,linen,plain,dyed,powerloom,694058,4526,58.20986444,WH-C,Anita,Night,32.75752221,34.7989391,Looks fine,Medium
196,265,107.4143642,0.917309384,3,0.729375307,5,26.20605404,9.79903523,wool,plain,dyed,powerloom,409948,197,26.0500861,WH-A,Anita,Evening,34.53098929,33.94529119,OK,High
329,136,68.62021959,7.071630147,5,0.639521741,7,34.85307979,6.229663442,linen,twill,raw,powerloom,117560,3457,57.76292932,WH-B,Suresh,Morning,36.56739036,60.51733201,Looks fine,Medium
230,,31.73738792,1.253231633,3,0.301845814,10,35.86228153,11.16946198,silk,satin,dyed,powerloom,782734,2313,50.63907739,WH-A,Anita,Morning,24.71202361,54.69355772,Looks fine,Medium
287,178,93.48442134,8.841152458,1,0.275847224,9,38.84168921,7.632743579,polyester,twill,raw,handloom,175173,2898,13.71491655,WH-B,Ramesh,Morning,43.68942157,51.24004855,Recheck,Medium
91,377,,,2,0.417560579,1,28.59372032,13.96338164,polyester,twill,raw,handloom,893226,2412,19.56677614,WH-A,John,Night,29.83874786,68.95784976,OK,High
310,358,30.13048339,6.712823218,2,0.811024311,0,8.243790098,5.969948146,silk,twill,dyed,handloom,286906,2833,46.27001634,WH-C,Ramesh,Evening,34.93997371,36.31335434,Minor issue,Medium
202,117,88.50465899,7.098066028,3,1.225751025,7,36.93847273,4.182352948,silk,satin,dyed,powerloom,279360,291,56.45362595,WH-B,Suresh,Morning,28.05195273,82.2494986,Recheck,Medium
140,96,40.65035231,7.601421347,4,0.305835105,4,38.21471523,10.54164543,polyester,plain,printed,handloom,609282,3898,52.85833268,WH-C,Anita,Morning,43.81570685,38.49113502,Recheck,Medium
123,239,111.5115052,6.282774672,3,1.080440603,13,25.35643818,9.644383844,polyester,plain,raw,powerloom,604743,1079,46.15174454,WH-A,Ramesh,,41.33261466,60.41917058,Minor issue,Low
199,209,30.49437289,4.127456534,2,0.255620527,6,31.8249899,9.244140003,cotton,twill,printed,powerloom,623815,3969,54.61948419,WH-C,John,Evening,37.87676725,82.9511094,Approved,Medium
262,201,21.13319498,1.083304993,1,0.496115833,10,9.134004826,9.044670771,polyester,satin,dyed,powerloom,977572,1448,8.773481337,WH-C,Anita,Evening,42.75196331,48.90866654,OK,Low
147,271,48.58802666,4.059180465,4,1.022849037,13,34.33815532,14.10333233,silk,twill,raw,handloom,764978,1196,42.03742712,WH-A,John,Evening,37.4201834,41.34931937,OK,Low
205,154,19.42440188,8.318495062,1,1.366182048,6,38.54061138,4.216046212,polyester,plain,printed,powerloom,435148,2350,23.19828698,WH-C,Priya,Night,38.58426582,84.40265125,Minor issue,Low
268,319,95.68080406,5.14371966,2,1.473772472,10,9.095984677,11.56500341,polyester,satin,raw,handloom,317725,3139,58.36219106,WH-C,Suresh,Evening,20.44901167,67.16609925,Looks fine,Medium
145,196,,5.898124423,3,0.396719007,5,17.56852443,11.92016906,wool,satin,printed,powerloom,572303,4422,51.16400033,WH-B,Ramesh,Morning,39.53367406,45.34670916,Looks fine,High
,159,77.47539583,,5,0.779565117,7,18.07094507,8.058534369,wool,satin,raw,powerloom,631285,2146,20.69875456,WH-C,Anita,Evening,26.16651452,50.05812686,Recheck,Medium
126,312,31.27067938,4.716230416,5,0.288925891,9,12.60505556,13.6283745,wool,plain,printed,handloom,928422,1469,7.126488325,WH-A,Ramesh,Morning,33.92828871,58.66692522,Looks fine,Low
149,308,113.2032918,2.827761848,5,0.179795879,0,14.64331319,7.961324669,cotton,twill,raw,handloom,557303,3168,24.01074329,WH-B,Priya,Night,28.96865795,88.74208962,Approved,High
82,140,67.80489353,1.765723644,3,1.301249775,9,36.68661227,12.41162966,polyester,twill,raw,powerloom,714658,832,17.18773203,WH-C,Priya,Night,43.85362839,67.33661783,Minor issue,Medium
,316,44.18565349,9.708446516,3,0.365201557,11,36.99855103,6.442714408,linen,satin,printed,powerloom,640392,1574,49.62974105,WH-A,Suresh,Evening,43.94225312,74.48382603,OK,Low
184,348,52.42586751,4.372090795,4,1.45497876,11,9.052653247,5.821404754,silk,twill,dyed,powerloom,111643,3800,44.67820995,WH-B,Ramesh,Morning,22.85717356,34.70510748,OK,Low
246,240,106.2989874,1.049054268,1,0.910553038,9,29.64251144,10.58219441,cotton,plain,dyed,handloom,873996,2695,51.31434278,WH-B,Anita,Evening,39.84433026,44.04479348,Recheck,High
174,381,20.32356423,2.885768446,4,1.271431029,11,5.542637301,8.122206652,silk,,raw,handloom,416299,3203,31.487515,WH-A,Ramesh,Night,30.13781098,57.39574086,Recheck,Low
338,156,77.79408271,8.523448429,4,0.283877632,5,34.04746412,9.077012674,polyester,satin,raw,handloom,157458,2722,58.25184043,WH-A,Suresh,,43.42396278,80.01277278,Recheck,High
342,130,88.91051968,4.517929125,5,0.355453934,4,23.08731779,14.22870738,cotton,plain,raw,handloom,451139,96,24.58503755,WH-A,Ramesh,Evening,36.84171795,86.79207784,Recheck,High
201,107,43.55093319,6.032723923,1,0.491135098,11,17.15838687,12.06735537,linen,satin,printed,powerloom,367306,3789,26.23082302,WH-A,John,Night,23.76434598,88.40888482,Looks fine,Low
332,296,32.37830966,4.873548195,1,1.03290958,5,12.80105946,8.953338164,cotton,satin,printed,powerloom,778613,2777,38.9516246,WH-B,Priya,,37.86473221,62.32371208,Recheck,Medium
337,,96.97701574,9.280939576,5,1.332021736,5,33.47833138,10.9645576,linen,satin,printed,powerloom,699142,2032,5.012851144,WH-B,Priya,Morning,33.92602811,86.31645821,OK,High
207,116,95.11240916,1.294729652,5,0.37677321,14,7.264062662,13.66497547,linen,twill,dyed,powerloom,861244,2553,41.98403941,WH-A,Suresh,Morning,37.47416477,54.9789454,Recheck,Medium
242,231,26.50256489,8.662761218,2,0.220250102,6,19.50944342,13.33933045,cotton,satin,printed,handloom,421434,1149,25.48889725,WH-C,Anita,Evening,39.57005526,62.50534036,Approved,Low
316,111,36.39116286,6.108994791,5,0.322952917,13,21.6761773,13.202271,wool,satin,dyed,handloom,154458,715,39.82488857,WH-A,John,Night,37.62707324,82.93649583,OK,Low
344,243,56.44545117,5.714510925,3,0.263242104,9,28.8583795,5.372447773,silk,satin,printed,handloom,325545,1142,31.41130582,WH-B,John,,25.46936681,38.86275187,Looks fine,Medium
269,180,61.70044235,7.010190722,1,0.163430612,11,13.23189637,5.012911138,wool,plain,printed,powerloom,559366,4000,51.10861547,WH-B,Ramesh,Evening,43.32546185,46.31749286,OK,Low
304,398,21.52203007,5.843573549,5,0.424139026,1,31.68259438,6.476342541,cotton,satin,raw,handloom,528033,2859,59.56997221,WH-B,Anita,Morning,36.16432832,40.24784086,Approved,High
300,310,33.00444932,1.521804426,4,0.387271792,0,12.86757834,13.07843783,wool,,raw,powerloom,939791,148,30.63349018,WH-A,Ramesh,Evening,43.67004292,77.27658789,Recheck,High
283,281,,5.151900065,2,0.304627099,13,9.712326867,3.135310253,linen,plain,raw,powerloom,741805,58,49.95837143,WH-B,Ramesh,Morning,38.88011215,68.71158038,Looks fine,Low
171,238,87.5337586,7.628594632,5,0.648776145,8,5.53906415,3.052674335,wool,twill,raw,handloom,385964,3112,54.0780591,WH-B,Ramesh,Morning,36.83873968,50.75738421,Approved,Medium
348,,50.63034123,7.4466867,3,0.986807082,4,32.86844645,3.507811096,cotton,twill,printed,handloom,731799,2299,33.27739293,WH-A,Suresh,Night,30.14999607,37.50002445,Looks fine,Medium
247,322,118.7067057,5.893106461,4,0.263459587,6,24.51008616,7.229195975,wool,twill,printed,powerloom,693955,3962,27.66810756,WH-B,Suresh,,42.45718629,40.08114044,Recheck,High
118,98,25.3895254,0.730202223,5,0.776524322,9,17.41935721,10.10197912,cotton,,dyed,powerloom,204238,4553,26.20870639,WH-C,Suresh,Morning,37.87359357,56.09365979,Minor issue,Medium
291,183,78.695009,,3,1.439712031,13,15.52020329,8.935030022,wool,twill,raw,handloom,289856,3567,27.41752989,WH-C,Priya,Morning,21.96156581,32.53791739,Looks fine,Low
118,250,109.5603613,0.874447177,4,1.367657845,1,7.097923442,9.660714051,polyester,satin,raw,handloom,186910,3223,28.72682275,WH-A,Priya,Evening,38.31164594,53.82285213,Looks fine,High
212,158,18.40893202,6.882113579,1,0.955299972,11,17.02518766,9.741401651,silk,twill,printed,powerloom,470760,4540,37.55283438,WH-A,Ramesh,Morning,39.29123023,62.70086382,Recheck,Low
94,106,70.07978338,3.030047947,1,0.48946199,6,11.68413576,6.64328229,linen,plain,dyed,powerloom,267073,2895,39.95569097,WH-A,Suresh,Morning,41.35992691,35.03455183,Minor issue,Medium
